func	1:0	42:0	0	int	main
params	1:8	0:0	1	
call	31:8	31:76	4	fprintf
arg	31:16	31:22	5	stderr
water	31:16	0:0	6	stderr
arg	31:24	31:57	5	"checkasm: all %d tests passed\n"
water	31:24	0:0	6	"checkasm: all %d tests passed\n"
arg	31:59	31:76	5	state.num_checked
water	31:59	0:0	6	state
op	31:64	0:0	6	.
water	31:65	0:0	6	num_checked
water	31:77	0:0	4	;
if	33:8	37:8	4	(state . bench_pattern)
cond	33:12	33:18	5	state . bench_pattern
water	33:12	0:0	6	state
op	33:17	0:0	6	.
water	33:18	0:0	6	bench_pattern
stmts	33:33	37:8	5	
water	33:33	0:0	6	{
water	34:12	0:0	6	state
op	34:17	0:0	6	.
water	34:18	0:0	6	nop_time
op	34:27	0:0	6	=
call	34:29	34:46	6	measure_nop_time
water	34:47	0:0	6	;
call	35:12	35:71	6	printf
arg	35:19	35:33	7	"nop: %d.%d\n"
water	35:19	0:0	8	"nop: %d.%d\n"
arg	35:35	35:52	7	state.nop_time/10
water	35:35	0:0	8	state
op	35:40	0:0	8	.
water	35:41	0:0	8	nop_time
op	35:49	0:0	8	/
water	35:50	0:0	8	10
arg	35:54	35:71	7	state.nop_time%10
water	35:54	0:0	8	state
op	35:59	0:0	8	.
water	35:60	0:0	8	nop_time
op	35:68	0:0	8	%
water	35:69	0:0	8	10
water	35:72	0:0	6	;
call	36:12	36:36	6	print_benchs
arg	36:25	36:36	7	state.funcs
water	36:25	0:0	8	state
op	36:30	0:0	8	.
water	36:31	0:0	8	funcs
water	36:37	0:0	6	;
water	37:8	0:0	6	}
water	39:4	0:0	4	}
call	40:4	40:33	2	destroy_func_tree
arg	40:22	40:33	3	state.funcs
water	40:22	0:0	4	state
op	40:27	0:0	4	.
water	40:28	0:0	4	funcs
water	40:34	0:0	2	;
return	41:4	41:14	2	ret
water	41:11	0:0	3	ret
