func	1:0	40:0	0	int	main
params	1:8	0:0	1	
water	17:78	0:0	4	len
water	17:82	0:0	2	;
call	18:4	18:31	2	av_bprint_finalize
arg	18:23	18:25	3	&b
op	18:23	0:0	4	&
water	18:24	0:0	4	b
arg	18:27	18:31	3	NULL
water	18:27	0:0	4	NULL
water	18:32	0:0	2	;
call	19:4	19:27	2	av_bprint_init
arg	19:19	19:21	3	&b
op	19:19	0:0	4	&
water	19:20	0:0	4	b
arg	19:23	19:24	3	0
water	19:23	0:0	4	0
arg	19:26	19:27	3	1
water	19:26	0:0	4	1
water	19:28	0:0	2	;
call	20:4	20:23	2	bprint_pascal
arg	20:18	20:20	3	&b
op	20:18	0:0	4	&
water	20:19	0:0	4	b
arg	20:22	20:23	3	5
water	20:22	0:0	4	5
water	20:24	0:0	2	;
call	21:4	21:84	2	printf
arg	21:11	21:52	3	"Short text in automatic buffer: %u/%u\n"
water	21:11	0:0	4	"Short text in automatic buffer: %u/%u\n"
arg	21:54	21:77	3	(unsigned)strlen(b.str)
water	21:54	0:0	4	(
water	21:55	0:0	4	unsigned
water	21:63	0:0	4	)
call	21:64	21:76	4	strlen
arg	21:71	21:76	5	b.str
water	21:71	0:0	6	b
op	21:72	0:0	6	.
water	21:73	0:0	6	str
arg	21:79	21:84	3	b.len
water	21:79	0:0	4	b
op	21:80	0:0	4	.
water	21:81	0:0	4	len
water	21:85	0:0	2	;
call	22:4	22:27	2	av_bprint_init
arg	22:19	22:21	3	&b
op	22:19	0:0	4	&
water	22:20	0:0	4	b
arg	22:23	22:24	3	0
water	22:23	0:0	4	0
arg	22:26	22:27	3	1
water	22:26	0:0	4	1
water	22:28	0:0	2	;
call	23:4	23:24	2	bprint_pascal
arg	23:18	23:20	3	&b
op	23:18	0:0	4	&
water	23:19	0:0	4	b
arg	23:22	23:24	3	25
water	23:22	0:0	4	25
water	23:25	0:0	2	;
call	24:4	24:87	2	printf
arg	24:11	24:51	3	"Long text in automatic buffer: %u/%u\n"
water	24:11	0:0	4	"Long text in automatic buffer: %u/%u\n"
arg	24:53	24:80	3	(unsigned)strlen(b.str)/8*8
water	24:53	0:0	4	(
water	24:54	0:0	4	unsigned
water	24:62	0:0	4	)
call	24:63	24:75	4	strlen
arg	24:70	24:75	5	b.str
water	24:70	0:0	6	b
op	24:71	0:0	6	.
water	24:72	0:0	6	str
op	24:76	0:0	4	/
water	24:77	0:0	4	8
op	24:78	0:0	4	*
water	24:79	0:0	4	8
arg	24:82	24:87	3	b.len
water	24:82	0:0	4	b
op	24:83	0:0	4	.
water	24:84	0:0	4	len
water	24:88	0:0	2	;
call	26:4	26:27	2	av_bprint_init
arg	26:19	26:21	3	&b
op	26:19	0:0	4	&
water	26:20	0:0	4	b
arg	26:23	26:24	3	0
water	26:23	0:0	4	0
arg	26:26	26:27	3	0
water	26:26	0:0	4	0
water	26:28	0:0	2	;
call	27:4	27:24	2	bprint_pascal
arg	27:18	27:20	3	&b
op	27:18	0:0	4	&
water	27:19	0:0	4	b
arg	27:22	27:24	3	25
water	27:22	0:0	4	25
water	27:25	0:0	2	;
call	28:4	28:81	2	printf
arg	28:11	28:49	3	"Long text count only buffer: %u/%u\n"
water	28:11	0:0	4	"Long text count only buffer: %u/%u\n"
arg	28:51	28:74	3	(unsigned)strlen(b.str)
water	28:51	0:0	4	(
water	28:52	0:0	4	unsigned
water	28:60	0:0	4	)
call	28:61	28:73	4	strlen
arg	28:68	28:73	5	b.str
water	28:68	0:0	6	b
op	28:69	0:0	6	.
water	28:70	0:0	6	str
arg	28:76	28:81	3	b.len
water	28:76	0:0	4	b
op	28:77	0:0	4	.
water	28:78	0:0	4	len
water	28:82	0:0	2	;
call	29:4	29:50	2	av_bprint_init_for_buffer
arg	29:30	29:32	3	&b
op	29:30	0:0	4	&
water	29:31	0:0	4	b
arg	29:34	29:37	3	buf
water	29:34	0:0	4	buf
arg	29:39	29:50	3	sizeof(buf)
op	29:39	0:0	4	sizeof
water	29:45	0:0	4	(
water	29:46	0:0	4	buf
water	29:49	0:0	4	)
water	29:51	0:0	2	;
call	30:4	30:24	2	bprint_pascal
arg	30:18	30:20	3	&b
op	30:18	0:0	4	&
water	30:19	0:0	4	b
arg	30:22	30:24	3	25
water	30:22	0:0	4	25
water	30:25	0:0	2	;
call	31:4	31:79	2	printf
arg	31:11	31:49	3	"Long text count only buffer: %u/%u\n"
water	31:11	0:0	4	"Long text count only buffer: %u/%u\n"
arg	31:51	31:72	3	(unsigned)strlen(buf)
water	31:51	0:0	4	(
water	31:52	0:0	4	unsigned
water	31:60	0:0	4	)
call	31:61	31:71	4	strlen
arg	31:68	31:71	5	buf
water	31:68	0:0	6	buf
arg	31:74	31:79	3	b.len
water	31:74	0:0	4	b
op	31:75	0:0	4	.
water	31:76	0:0	4	len
water	31:80	0:0	2	;
call	32:4	32:28	2	av_bprint_init
arg	32:19	32:21	3	&b
op	32:19	0:0	4	&
water	32:20	0:0	4	b
arg	32:23	32:24	3	0
water	32:23	0:0	4	0
arg	32:26	32:28	3	-1
op	32:26	0:0	4	-
water	32:27	0:0	4	1
water	32:29	0:0	2	;
call	33:4	33:48	2	av_bprint_strftime
arg	33:23	33:25	3	&b
op	33:23	0:0	4	&
water	33:24	0:0	4	b
arg	33:27	33:37	3	"%Y-%m-%d"
water	33:27	0:0	4	"%Y-%m-%d"
arg	33:39	33:48	3	&testtime
op	33:39	0:0	4	&
water	33:40	0:0	4	testtime
water	33:49	0:0	2	;
call	34:4	34:79	2	printf
arg	34:11	34:42	3	"strftime full: %u/%u \"%s\"\n"
water	34:11	0:0	4	"strftime full: %u/%u \"%s\"\n"
arg	34:44	34:65	3	(unsigned)strlen(buf)
water	34:44	0:0	4	(
water	34:45	0:0	4	unsigned
water	34:53	0:0	4	)
call	34:54	34:64	4	strlen
arg	34:61	34:64	5	buf
water	34:61	0:0	6	buf
arg	34:67	34:72	3	b.len
water	34:67	0:0	4	b
op	34:68	0:0	4	.
water	34:69	0:0	4	len
arg	34:74	34:79	3	b.str
water	34:74	0:0	4	b
op	34:75	0:0	4	.
water	34:76	0:0	4	str
water	34:80	0:0	2	;
call	35:4	35:31	2	av_bprint_finalize
arg	35:23	35:25	3	&b
op	35:23	0:0	4	&
water	35:24	0:0	4	b
arg	35:27	35:31	3	NULL
water	35:27	0:0	4	NULL
water	35:32	0:0	2	;
call	36:4	36:27	2	av_bprint_init
arg	36:19	36:21	3	&b
op	36:19	0:0	4	&
water	36:20	0:0	4	b
arg	36:23	36:24	3	0
water	36:23	0:0	4	0
arg	36:26	36:27	3	8
water	36:26	0:0	4	8
water	36:28	0:0	2	;
call	37:4	37:48	2	av_bprint_strftime
arg	37:23	37:25	3	&b
op	37:23	0:0	4	&
water	37:24	0:0	4	b
arg	37:27	37:37	3	"%Y-%m-%d"
water	37:27	0:0	4	"%Y-%m-%d"
arg	37:39	37:48	3	&testtime
op	37:39	0:0	4	&
water	37:40	0:0	4	testtime
water	37:49	0:0	2	;
call	38:4	38:84	2	printf
arg	38:11	38:47	3	"strftime truncated: %u/%u \"%s\"\n"
water	38:11	0:0	4	"strftime truncated: %u/%u \"%s\"\n"
arg	38:49	38:70	3	(unsigned)strlen(buf)
water	38:49	0:0	4	(
water	38:50	0:0	4	unsigned
water	38:58	0:0	4	)
call	38:59	38:69	4	strlen
arg	38:66	38:69	5	buf
water	38:66	0:0	6	buf
arg	38:72	38:77	3	b.len
water	38:72	0:0	4	b
op	38:73	0:0	4	.
water	38:74	0:0	4	len
arg	38:79	38:84	3	b.str
water	38:79	0:0	4	b
op	38:80	0:0	4	.
water	38:81	0:0	4	str
water	38:85	0:0	2	;
return	39:4	39:12	2	0
water	39:11	0:0	3	0
