func	1:0	98:0	0	void	GetTIFFHeader
stmnts	4:4	97:4	1	
arg	15:57	15:73	3	&tfBitsPerSample
op	15:57	0:0	4	&
water	15:58	0:0	4	tfBitsPerSample
water	15:74	0:0	2	;
call	16:4	16:77	2	TIFFGetFieldDefaulted
arg	16:26	16:32	3	tfFile
water	16:26	0:0	4	tfFile
arg	16:34	16:57	3	TIFFTAG_SAMPLESPERPIXEL
water	16:34	0:0	4	TIFFTAG_SAMPLESPERPIXEL
arg	16:59	16:77	3	&tfSamplesPerPixel
op	16:59	0:0	4	&
water	16:60	0:0	4	tfSamplesPerPixel
water	16:78	0:0	2	;
call	17:4	17:78	2	TIFFGetFieldDefaulted
arg	17:26	17:32	3	tfFile
water	17:26	0:0	4	tfFile
arg	17:34	17:54	3	TIFFTAG_PLANARCONFIG
water	17:34	0:0	4	TIFFTAG_PLANARCONFIG
arg	17:56	17:78	3	&tfPlanarConfiguration
op	17:56	0:0	4	&
water	17:57	0:0	4	tfPlanarConfiguration
water	17:79	0:0	2	;
call	18:4	18:79	2	TIFFGetFieldDefaulted
arg	18:26	18:32	3	tfFile
water	18:26	0:0	4	tfFile
arg	18:34	18:58	3	TIFFTAG_GRAYRESPONSEUNIT
water	18:34	0:0	4	TIFFTAG_GRAYRESPONSEUNIT
arg	18:60	18:79	3	&tfGrayResponseUnit
op	18:60	0:0	4	&
water	18:61	0:0	4	tfGrayResponseUnit
water	18:80	0:0	2	;
water	19:4	0:0	2	tfUnitMap
op	19:14	0:0	2	=
water	19:16	0:0	2	tfGrayResponseUnitMap
op	19:37	0:0	2	[
water	19:38	0:0	2	tfGrayResponseUnit
op	19:56	0:0	2	]
water	19:57	0:0	2	;
water	20:4	0:0	2	colormapSize
op	20:17	0:0	2	=
water	20:19	0:0	2	1
op	20:21	0:0	2	<<
water	20:24	0:0	2	tfBitsPerSample
water	20:39	0:0	2	;
water	21:4	0:0	2	tfImageDepth
op	21:17	0:0	2	=
water	21:19	0:0	2	tfBitsPerSample
op	21:35	0:0	2	*
water	21:37	0:0	2	tfSamplesPerPixel
water	21:54	0:0	2	;
water	22:4	0:0	2	dRed
op	22:9	0:0	2	=
water	22:11	0:0	2	(
water	22:12	0:0	2	double
op	22:19	0:0	2	*
water	22:20	0:0	2	)
call	22:22	22:58	2	malloc
arg	22:29	22:58	3	colormapSize*sizeof(double)
water	22:29	0:0	4	colormapSize
op	22:42	0:0	4	*
op	22:44	0:0	4	sizeof
water	22:50	0:0	4	(
water	22:51	0:0	4	double
water	22:57	0:0	4	)
water	22:59	0:0	2	;
water	23:4	0:0	2	dGreen
op	23:11	0:0	2	=
water	23:13	0:0	2	(
water	23:14	0:0	2	double
op	23:21	0:0	2	*
water	23:22	0:0	2	)
call	23:24	23:60	2	malloc
arg	23:31	23:60	3	colormapSize*sizeof(double)
water	23:31	0:0	4	colormapSize
op	23:44	0:0	4	*
op	23:46	0:0	4	sizeof
water	23:52	0:0	4	(
water	23:53	0:0	4	double
water	23:59	0:0	4	)
water	23:61	0:0	2	;
water	24:4	0:0	2	dBlue
op	24:10	0:0	2	=
water	24:12	0:0	2	(
water	24:13	0:0	2	double
op	24:20	0:0	2	*
water	24:21	0:0	2	)
call	24:23	24:59	2	malloc
arg	24:30	24:59	3	colormapSize*sizeof(double)
water	24:30	0:0	4	colormapSize
op	24:43	0:0	4	*
op	24:45	0:0	4	sizeof
water	24:51	0:0	4	(
water	24:52	0:0	4	double
water	24:58	0:0	4	)
water	24:60	0:0	2	;
call	25:4	25:15	2	MCHECK
arg	25:11	25:15	3	dRed
water	25:11	0:0	4	dRed
water	25:16	0:0	2	;
call	25:18	25:31	2	MCHECK
arg	25:25	25:31	3	dGreen
water	25:25	0:0	4	dGreen
water	25:32	0:0	2	;
call	25:34	25:46	2	MCHECK
arg	25:41	25:46	3	dBlue
water	25:41	0:0	4	dBlue
water	25:47	0:0	2	;
if	30:4	42:4	2	(!TIFFGetField (tfFile ,TIFFTAG_PHOTOMETRIC ,& tfPhotometricInterpretation ))
cond	30:8	31:40	3	!TIFFGetField (tfFile ,TIFFTAG_PHOTOMETRIC ,& tfPhotometricInterpretation )
op	30:8	0:0	4	!
call	30:9	31:40	4	TIFFGetField
arg	30:22	30:28	5	tfFile
water	30:22	0:0	6	tfFile
arg	30:30	30:49	5	TIFFTAG_PHOTOMETRIC
water	30:30	0:0	6	TIFFTAG_PHOTOMETRIC
arg	31:12	31:40	5	&tfPhotometricInterpretation
op	31:12	0:0	6	&
water	31:13	0:0	6	tfPhotometricInterpretation
stmts	31:43	42:4	3	
water	31:43	0:0	4	{
if	32:8	33:57	4	(tfSamplesPerPixel != 1)
cond	32:12	32:33	5	tfSamplesPerPixel != 1
water	32:12	0:0	6	tfSamplesPerPixel
op	32:30	0:0	6	!=
water	32:33	0:0	6	1
stmts	33:12	33:57	5	
water	33:12	0:0	6	tfPhotometricInterpretation
op	33:40	0:0	6	=
water	33:42	0:0	6	PHOTOMETRIC_RGB
water	33:57	0:0	6	;
else	34:8	35:64	4
stmts	34:13	35:64	5	
if	34:13	35:64	6	(tfBitsPerSample == 1)
cond	34:17	34:36	7	tfBitsPerSample == 1
water	34:17	0:0	8	tfBitsPerSample
op	34:33	0:0	8	==
water	34:36	0:0	8	1
stmts	35:12	35:64	7	
water	35:12	0:0	8	tfPhotometricInterpretation
op	35:40	0:0	8	=
water	35:42	0:0	8	PHOTOMETRIC_MINISBLACK
water	35:64	0:0	8	;
else	36:8	40:8	4
stmts	36:13	40:8	5	
if	36:13	40:8	6	(TIFFGetField (tfFile ,TIFFTAG_COLORMAP ,& redMap ,& greenMap ,& blueMap ))
cond	36:17	37:44	7	TIFFGetField (tfFile ,TIFFTAG_COLORMAP ,& redMap ,& greenMap ,& blueMap )
call	36:17	37:44	8	TIFFGetField
arg	36:30	36:36	9	tfFile
water	36:30	0:0	10	tfFile
arg	36:38	36:54	9	TIFFTAG_COLORMAP
water	36:38	0:0	10	TIFFTAG_COLORMAP
arg	37:16	37:23	9	&redMap
op	37:16	0:0	10	&
water	37:17	0:0	10	redMap
arg	37:25	37:34	9	&greenMap
op	37:25	0:0	10	&
water	37:26	0:0	10	greenMap
arg	37:36	37:44	9	&blueMap
op	37:36	0:0	10	&
water	37:37	0:0	10	blueMap
stmts	37:47	40:8	7	
water	37:47	0:0	8	{
water	38:12	0:0	8	tfPhotometricInterpretation
op	38:40	0:0	8	=
water	38:42	0:0	8	PHOTOMETRIC_PALETTE
water	38:61	0:0	8	;
water	39:12	0:0	8	redMap
op	39:19	0:0	8	=
water	39:21	0:0	8	greenMap
op	39:30	0:0	8	=
water	39:32	0:0	8	blueMap
op	39:40	0:0	8	=
water	39:42	0:0	8	NULL
water	39:46	0:0	8	;
water	40:8	0:0	8	}
else	40:10	41:64	4
stmts	41:12	41:64	5	
water	41:12	0:0	6	tfPhotometricInterpretation
op	41:40	0:0	6	=
water	41:42	0:0	6	PHOTOMETRIC_MINISBLACK
water	41:64	0:0	6	;
water	42:4	0:0	4	}
switch	46:4	97:4	2	(tfPhotometricInterpretation)
cond	46:12	46:12	3	tfPhotometricInterpretation
water	46:12	0:0	4	tfPhotometricInterpretation
stmts	46:41	97:4	3	
water	46:41	0:0	4	{
label	47:4	47:24	4	case PHOTOMETRIC_RGB :
water	48:1	0:0	4	redMap
op	48:8	0:0	4	=
water	48:10	0:0	4	(
water	48:11	0:0	4	uint16
op	48:18	0:0	4	*
water	48:19	0:0	4	)
call	48:21	48:57	4	malloc
arg	48:28	48:57	5	colormapSize*sizeof(uint16)
water	48:28	0:0	6	colormapSize
op	48:41	0:0	6	*
op	48:43	0:0	6	sizeof
water	48:49	0:0	6	(
water	48:50	0:0	6	uint16
water	48:56	0:0	6	)
water	48:58	0:0	4	;
water	49:1	0:0	4	greenMap
op	49:10	0:0	4	=
water	49:12	0:0	4	(
water	49:13	0:0	4	uint16
op	49:20	0:0	4	*
water	49:21	0:0	4	)
call	49:23	49:59	4	malloc
arg	49:30	49:59	5	colormapSize*sizeof(uint16)
water	49:30	0:0	6	colormapSize
op	49:43	0:0	6	*
op	49:45	0:0	6	sizeof
water	49:51	0:0	6	(
water	49:52	0:0	6	uint16
water	49:58	0:0	6	)
water	49:60	0:0	4	;
water	50:1	0:0	4	blueMap
op	50:9	0:0	4	=
water	50:11	0:0	4	(
water	50:12	0:0	4	uint16
op	50:19	0:0	4	*
water	50:20	0:0	4	)
call	50:22	50:58	4	malloc
arg	50:29	50:58	5	colormapSize*sizeof(uint16)
water	50:29	0:0	6	colormapSize
op	50:42	0:0	6	*
op	50:44	0:0	6	sizeof
water	50:50	0:0	6	(
water	50:51	0:0	6	uint16
water	50:57	0:0	6	)
water	50:59	0:0	4	;
call	51:1	51:14	4	MCHECK
arg	51:8	51:14	5	redMap
water	51:8	0:0	6	redMap
water	51:15	0:0	4	;
call	51:17	51:32	4	MCHECK
arg	51:24	51:32	5	greenMap
water	51:24	0:0	6	greenMap
water	51:33	0:0	4	;
call	51:35	51:49	4	MCHECK
arg	51:42	51:49	5	blueMap
water	51:42	0:0	6	blueMap
water	51:50	0:0	4	;
for	52:1	54:39	4	(i = 0 ;i < colormapSize;i ++)
forinit	52:6	52:11	5	i = 0 ;
water	52:6	0:0	6	i
op	52:8	0:0	6	=
water	52:10	0:0	6	0
water	52:11	0:0	6	;
cond	52:13	52:17	5	i < colormapSize
water	52:13	0:0	6	i
op	52:15	0:0	6	<
water	52:17	0:0	6	colormapSize
forexpr	52:31	52:32	5	i ++
water	52:31	0:0	6	i
op	52:32	0:0	6	++
stmts	53:5	54:39	5	
water	53:5	0:0	6	dRed
op	53:9	0:0	6	[
water	53:10	0:0	6	i
op	53:11	0:0	6	]
op	53:13	0:0	6	=
water	53:15	0:0	6	dGreen
op	53:21	0:0	6	[
water	53:22	0:0	6	i
op	53:23	0:0	6	]
op	53:25	0:0	6	=
water	53:27	0:0	6	dBlue
op	53:32	0:0	6	[
water	53:33	0:0	6	i
op	53:34	0:0	6	]
op	54:2	0:0	6	=
water	54:4	0:0	6	(
water	54:5	0:0	6	double
water	54:11	0:0	6	)
call	54:13	54:38	6	SCALE
arg	54:19	54:20	7	i
water	54:19	0:0	8	i
arg	54:22	54:38	7	colormapSize-1
water	54:22	0:0	8	colormapSize
op	54:35	0:0	8	-
water	54:37	0:0	8	1
water	54:39	0:0	6	;
break	55:8	55:13	4	
label	56:4	56:28	4	case PHOTOMETRIC_PALETTE :
if	57:8	66:8	4	(!TIFFGetField (tfFile ,TIFFTAG_COLORMAP ,& redMap ,& greenMap ,& blueMap ))
cond	57:12	58:44	5	!TIFFGetField (tfFile ,TIFFTAG_COLORMAP ,& redMap ,& greenMap ,& blueMap )
op	57:12	0:0	6	!
call	57:13	58:44	6	TIFFGetField
arg	57:26	57:32	7	tfFile
water	57:26	0:0	8	tfFile
arg	57:34	57:50	7	TIFFTAG_COLORMAP
water	57:34	0:0	8	TIFFTAG_COLORMAP
arg	58:16	58:23	7	&redMap
op	58:16	0:0	8	&
water	58:17	0:0	8	redMap
arg	58:25	58:34	7	&greenMap
op	58:25	0:0	8	&
water	58:26	0:0	8	greenMap
arg	58:36	58:44	7	&blueMap
op	58:36	0:0	8	&
water	58:37	0:0	8	blueMap
stmts	58:47	66:8	5	
water	58:47	0:0	6	{
water	59:12	0:0	6	redMap
op	59:19	0:0	6	=
water	59:21	0:0	6	(
water	59:22	0:0	6	uint16
op	59:29	0:0	6	*
water	59:30	0:0	6	)
call	59:32	59:68	6	malloc
arg	59:39	59:68	7	colormapSize*sizeof(uint16)
water	59:39	0:0	8	colormapSize
op	59:52	0:0	8	*
op	59:54	0:0	8	sizeof
water	59:60	0:0	8	(
water	59:61	0:0	8	uint16
water	59:67	0:0	8	)
water	59:69	0:0	6	;
water	60:12	0:0	6	greenMap
op	60:21	0:0	6	=
water	60:23	0:0	6	(
water	60:24	0:0	6	uint16
op	60:31	0:0	6	*
water	60:32	0:0	6	)
call	60:34	60:70	6	malloc
arg	60:41	60:70	7	colormapSize*sizeof(uint16)
water	60:41	0:0	8	colormapSize
op	60:54	0:0	8	*
op	60:56	0:0	8	sizeof
water	60:62	0:0	8	(
water	60:63	0:0	8	uint16
water	60:69	0:0	8	)
water	60:71	0:0	6	;
water	61:12	0:0	6	blueMap
op	61:20	0:0	6	=
water	61:22	0:0	6	(
water	61:23	0:0	6	uint16
op	61:30	0:0	6	*
water	61:31	0:0	6	)
call	61:33	61:69	6	malloc
arg	61:40	61:69	7	colormapSize*sizeof(uint16)
water	61:40	0:0	8	colormapSize
op	61:53	0:0	8	*
op	61:55	0:0	8	sizeof
water	61:61	0:0	8	(
water	61:62	0:0	8	uint16
water	61:68	0:0	8	)
water	61:70	0:0	6	;
call	62:12	62:25	6	MCHECK
arg	62:19	62:25	7	redMap
water	62:19	0:0	8	redMap
water	62:26	0:0	6	;
call	62:28	62:43	6	MCHECK
arg	62:35	62:43	7	greenMap
water	62:35	0:0	8	greenMap
water	62:44	0:0	6	;
call	62:46	62:60	6	MCHECK
arg	62:53	62:60	7	blueMap
water	62:53	0:0	8	blueMap
water	62:61	0:0	6	;
for	63:12	65:57	6	(i = 0 ;i < colormapSize;i ++)
forinit	63:17	63:22	7	i = 0 ;
water	63:17	0:0	8	i
op	63:19	0:0	8	=
water	63:21	0:0	8	0
water	63:22	0:0	8	;
cond	63:24	63:28	7	i < colormapSize
water	63:24	0:0	8	i
op	63:26	0:0	8	<
water	63:28	0:0	8	colormapSize
forexpr	63:42	63:43	7	i ++
water	63:42	0:0	8	i
op	63:43	0:0	8	++
stmts	64:16	65:57	7	
water	64:16	0:0	8	dRed
op	64:20	0:0	8	[
water	64:21	0:0	8	i
op	64:22	0:0	8	]
op	64:24	0:0	8	=
water	64:26	0:0	8	dGreen
op	64:32	0:0	8	[
water	64:33	0:0	8	i
op	64:34	0:0	8	]
op	64:36	0:0	8	=
water	64:38	0:0	8	dBlue
op	64:43	0:0	8	[
water	64:44	0:0	8	i
op	64:45	0:0	8	]
op	65:20	0:0	8	=
water	65:22	0:0	8	(
water	65:23	0:0	8	double
water	65:29	0:0	8	)
call	65:31	65:56	8	SCALE
arg	65:37	65:38	9	i
water	65:37	0:0	10	i
arg	65:40	65:56	9	colormapSize-1
water	65:40	0:0	10	colormapSize
op	65:53	0:0	10	-
water	65:55	0:0	10	1
water	65:57	0:0	8	;
water	66:8	0:0	6	}
else	66:10	73:8	4
stmts	66:15	73:8	5	
water	66:15	0:0	6	{
call	67:12	67:36	6	CheckAndCorrectColormap
water	67:37	0:0	6	;
for	68:12	72:12	6	(i = 0 ;i < colormapSize;i ++)
forinit	68:17	68:22	7	i = 0 ;
water	68:17	0:0	8	i
op	68:19	0:0	8	=
water	68:21	0:0	8	0
water	68:22	0:0	8	;
cond	68:24	68:28	7	i < colormapSize
water	68:24	0:0	8	i
op	68:26	0:0	8	<
water	68:28	0:0	8	colormapSize
forexpr	68:42	68:43	7	i ++
water	68:42	0:0	8	i
op	68:43	0:0	8	++
stmts	68:47	72:12	7	
water	68:47	0:0	8	{
water	69:16	0:0	8	dRed
op	69:20	0:0	8	[
water	69:21	0:0	8	i
op	69:22	0:0	8	]
op	69:24	0:0	8	=
water	69:26	0:0	8	(
water	69:27	0:0	8	double
water	69:33	0:0	8	)
water	69:35	0:0	8	redMap
op	69:41	0:0	8	[
water	69:42	0:0	8	i
op	69:43	0:0	8	]
water	69:44	0:0	8	;
water	70:16	0:0	8	dGreen
op	70:22	0:0	8	[
water	70:23	0:0	8	i
op	70:24	0:0	8	]
op	70:26	0:0	8	=
water	70:28	0:0	8	(
water	70:29	0:0	8	double
water	70:35	0:0	8	)
water	70:37	0:0	8	greenMap
op	70:45	0:0	8	[
water	70:46	0:0	8	i
op	70:47	0:0	8	]
water	70:48	0:0	8	;
water	71:16	0:0	8	dBlue
op	71:21	0:0	8	[
water	71:22	0:0	8	i
op	71:23	0:0	8	]
op	71:25	0:0	8	=
water	71:27	0:0	8	(
water	71:28	0:0	8	double
water	71:34	0:0	8	)
water	71:36	0:0	8	blueMap
op	71:43	0:0	8	[
water	71:44	0:0	8	i
op	71:45	0:0	8	]
water	71:46	0:0	8	;
water	72:12	0:0	8	}
water	73:8	0:0	6	}
break	74:8	74:13	4	
label	75:4	75:31	4	case PHOTOMETRIC_MINISWHITE :
water	76:8	0:0	4	redMap
op	76:15	0:0	4	=
water	76:17	0:0	4	(
water	76:18	0:0	4	uint16
op	76:25	0:0	4	*
water	76:26	0:0	4	)
call	76:28	76:64	4	malloc
arg	76:35	76:64	5	colormapSize*sizeof(uint16)
water	76:35	0:0	6	colormapSize
op	76:48	0:0	6	*
op	76:50	0:0	6	sizeof
water	76:56	0:0	6	(
water	76:57	0:0	6	uint16
water	76:63	0:0	6	)
water	76:65	0:0	4	;
water	77:8	0:0	4	greenMap
op	77:17	0:0	4	=
water	77:19	0:0	4	(
water	77:20	0:0	4	uint16
op	77:27	0:0	4	*
water	77:28	0:0	4	)
call	77:30	77:66	4	malloc
arg	77:37	77:66	5	colormapSize*sizeof(uint16)
water	77:37	0:0	6	colormapSize
op	77:50	0:0	6	*
op	77:52	0:0	6	sizeof
water	77:58	0:0	6	(
water	77:59	0:0	6	uint16
water	77:65	0:0	6	)
water	77:67	0:0	4	;
water	78:8	0:0	4	blueMap
op	78:16	0:0	4	=
water	78:18	0:0	4	(
water	78:19	0:0	4	uint16
op	78:26	0:0	4	*
water	78:27	0:0	4	)
call	78:29	78:65	4	malloc
arg	78:36	78:65	5	colormapSize*sizeof(uint16)
water	78:36	0:0	6	colormapSize
op	78:49	0:0	6	*
op	78:51	0:0	6	sizeof
water	78:57	0:0	6	(
water	78:58	0:0	6	uint16
water	78:64	0:0	6	)
water	78:66	0:0	4	;
call	79:8	79:21	4	MCHECK
arg	79:15	79:21	5	redMap
water	79:15	0:0	6	redMap
water	79:22	0:0	4	;
call	79:24	79:39	4	MCHECK
arg	79:31	79:39	5	greenMap
water	79:31	0:0	6	greenMap
water	79:40	0:0	4	;
call	79:42	79:56	4	MCHECK
arg	79:49	79:56	5	blueMap
water	79:49	0:0	6	blueMap
water	79:57	0:0	4	;
for	80:1	82:42	4	(i = 0 ;i < colormapSize;i ++)
forinit	80:6	80:11	5	i = 0 ;
water	80:6	0:0	6	i
op	80:8	0:0	6	=
water	80:10	0:0	6	0
water	80:11	0:0	6	;
cond	80:13	80:17	5	i < colormapSize
water	80:13	0:0	6	i
op	80:15	0:0	6	<
water	80:17	0:0	6	colormapSize
forexpr	80:31	80:32	5	i ++
water	80:31	0:0	6	i
op	80:32	0:0	6	++
stmts	81:5	82:42	5	
water	81:5	0:0	6	dRed
op	81:9	0:0	6	[
water	81:10	0:0	6	i
op	81:11	0:0	6	]
op	81:13	0:0	6	=
water	81:15	0:0	6	dGreen
op	81:21	0:0	6	[
water	81:22	0:0	6	i
op	81:23	0:0	6	]
op	81:25	0:0	6	=
water	81:27	0:0	6	dBlue
op	81:32	0:0	6	[
water	81:33	0:0	6	i
op	81:34	0:0	6	]
op	81:36	0:0	6	=
water	81:38	0:0	6	(
water	81:39	0:0	6	double
water	81:45	0:0	6	)
call	82:3	82:41	6	SCALE
arg	82:9	82:25	7	colormapSize-1-i
water	82:9	0:0	8	colormapSize
op	82:21	0:0	8	-
water	82:22	0:0	8	1
op	82:23	0:0	8	-
water	82:24	0:0	8	i
arg	82:27	82:41	7	colormapSize-1
water	82:27	0:0	8	colormapSize
op	82:39	0:0	8	-
water	82:40	0:0	8	1
water	82:42	0:0	6	;
break	83:8	83:13	4	
label	84:4	84:31	4	case PHOTOMETRIC_MINISBLACK :
water	85:8	0:0	4	redMap
op	85:15	0:0	4	=
water	85:17	0:0	4	(
water	85:18	0:0	4	uint16
op	85:25	0:0	4	*
water	85:26	0:0	4	)
call	85:28	85:64	4	malloc
arg	85:35	85:64	5	colormapSize*sizeof(uint16)
water	85:35	0:0	6	colormapSize
op	85:48	0:0	6	*
op	85:50	0:0	6	sizeof
water	85:56	0:0	6	(
water	85:57	0:0	6	uint16
water	85:63	0:0	6	)
water	85:65	0:0	4	;
water	86:8	0:0	4	greenMap
op	86:17	0:0	4	=
water	86:19	0:0	4	(
water	86:20	0:0	4	uint16
op	86:27	0:0	4	*
water	86:28	0:0	4	)
call	86:30	86:66	4	malloc
arg	86:37	86:66	5	colormapSize*sizeof(uint16)
water	86:37	0:0	6	colormapSize
op	86:50	0:0	6	*
op	86:52	0:0	6	sizeof
water	86:58	0:0	6	(
water	86:59	0:0	6	uint16
water	86:65	0:0	6	)
water	86:67	0:0	4	;
water	87:8	0:0	4	blueMap
op	87:16	0:0	4	=
water	87:18	0:0	4	(
water	87:19	0:0	4	uint16
op	87:26	0:0	4	*
water	87:27	0:0	4	)
call	87:29	87:65	4	malloc
arg	87:36	87:65	5	colormapSize*sizeof(uint16)
water	87:36	0:0	6	colormapSize
op	87:49	0:0	6	*
op	87:51	0:0	6	sizeof
water	87:57	0:0	6	(
water	87:58	0:0	6	uint16
water	87:64	0:0	6	)
water	87:66	0:0	4	;
call	88:8	88:21	4	MCHECK
arg	88:15	88:21	5	redMap
water	88:15	0:0	6	redMap
water	88:22	0:0	4	;
call	88:24	88:39	4	MCHECK
arg	88:31	88:39	5	greenMap
water	88:31	0:0	6	greenMap
water	88:40	0:0	4	;
call	88:42	88:56	4	MCHECK
arg	88:49	88:56	5	blueMap
water	88:49	0:0	6	blueMap
water	88:57	0:0	4	;
for	89:1	90:71	4	(i = 0 ;i < colormapSize;i ++)
forinit	89:6	89:11	5	i = 0 ;
water	89:6	0:0	6	i
op	89:8	0:0	6	=
water	89:10	0:0	6	0
water	89:11	0:0	6	;
cond	89:13	89:17	5	i < colormapSize
water	89:13	0:0	6	i
op	89:15	0:0	6	<
water	89:17	0:0	6	colormapSize
forexpr	89:31	89:32	5	i ++
water	89:31	0:0	6	i
op	89:32	0:0	6	++
stmts	90:5	90:71	5	
water	90:5	0:0	6	dRed
op	90:9	0:0	6	[
water	90:10	0:0	6	i
op	90:11	0:0	6	]
op	90:13	0:0	6	=
water	90:15	0:0	6	dGreen
op	90:21	0:0	6	[
water	90:22	0:0	6	i
op	90:23	0:0	6	]
op	90:25	0:0	6	=
water	90:27	0:0	6	dBlue
op	90:32	0:0	6	[
water	90:33	0:0	6	i
op	90:34	0:0	6	]
op	90:36	0:0	6	=
water	90:38	0:0	6	(
water	90:39	0:0	6	double
water	90:45	0:0	6	)
call	90:47	90:70	6	SCALE
arg	90:53	90:54	7	i
water	90:53	0:0	8	i
arg	90:56	90:70	7	colormapSize-1
water	90:56	0:0	8	colormapSize
op	90:68	0:0	8	-
water	90:69	0:0	8	1
water	90:71	0:0	6	;
break	91:8	91:13	4	
label	92:4	92:11	4	default :
call	93:8	95:39	4	fprintf
arg	93:16	93:22	5	stderr
water	93:16	0:0	6	stderr
arg	94:12	94:71	5	"xtiff: can't display photometric interpretation type %d\n"
water	94:12	0:0	6	"xtiff: can't display photometric interpretation type %d\n"
arg	95:12	95:39	5	tfPhotometricInterpretation
water	95:12	0:0	6	tfPhotometricInterpretation
water	95:40	0:0	4	;
call	96:8	96:14	4	exit
arg	96:13	96:14	5	0
water	96:13	0:0	6	0
water	96:15	0:0	4	;
water	97:4	0:0	4	}
