func	1:0	19:0	0	void	SimpleGammaCorrection
stmnts	4:4	18:41	1	
water	9:48	0:0	6	PHOTOMETRIC_MINISBLACK
water	9:70	0:0	6	)
op	10:12	0:0	6	&&
water	10:15	0:0	6	(
water	10:16	0:0	6	i
op	10:18	0:0	6	==
water	10:21	0:0	6	0
water	10:22	0:0	6	)
water	10:23	0:0	6	)
stmts	11:12	11:52	5	
water	11:12	0:0	6	redMap
op	11:18	0:0	6	[
water	11:19	0:0	6	i
op	11:20	0:0	6	]
op	11:22	0:0	6	=
water	11:24	0:0	6	greenMap
op	11:32	0:0	6	[
water	11:33	0:0	6	i
op	11:34	0:0	6	]
op	11:36	0:0	6	=
water	11:38	0:0	6	blueMap
op	11:45	0:0	6	[
water	11:46	0:0	6	i
op	11:47	0:0	6	]
op	11:49	0:0	6	=
water	11:51	0:0	6	0
water	11:52	0:0	6	;
else	12:8	16:8	4
stmts	12:13	16:8	5	
water	12:13	0:0	6	{
water	13:12	0:0	6	redMap
op	13:18	0:0	6	[
water	13:19	0:0	6	i
op	13:20	0:0	6	]
op	13:22	0:0	6	=
call	13:24	13:73	6	ROUND
arg	13:30	13:73	7	(pow(dRed[i]/65535.0,i_gamma)*65535.0)
water	13:30	0:0	8	(
call	13:31	13:61	8	pow
arg	13:35	13:52	9	dRed[i]/65535.0
water	13:35	0:0	10	dRed
op	13:39	0:0	10	[
water	13:40	0:0	10	i
op	13:41	0:0	10	]
op	13:43	0:0	10	/
water	13:45	0:0	10	65535
op	13:50	0:0	10	.
water	13:51	0:0	10	0
arg	13:54	13:61	9	i_gamma
water	13:54	0:0	10	i_gamma
op	13:63	0:0	8	*
water	13:65	0:0	8	65535
op	13:70	0:0	8	.
water	13:71	0:0	8	0
water	13:72	0:0	8	)
water	13:74	0:0	6	;
water	14:12	0:0	6	greenMap
op	14:20	0:0	6	[
water	14:21	0:0	6	i
op	14:22	0:0	6	]
op	14:24	0:0	6	=
call	14:26	14:77	6	ROUND
arg	14:32	14:77	7	(pow(dGreen[i]/65535.0,i_gamma)*65535.0)
water	14:32	0:0	8	(
call	14:33	14:65	8	pow
arg	14:37	14:56	9	dGreen[i]/65535.0
water	14:37	0:0	10	dGreen
op	14:43	0:0	10	[
water	14:44	0:0	10	i
op	14:45	0:0	10	]
op	14:47	0:0	10	/
water	14:49	0:0	10	65535
op	14:54	0:0	10	.
water	14:55	0:0	10	0
arg	14:58	14:65	9	i_gamma
water	14:58	0:0	10	i_gamma
op	14:67	0:0	8	*
water	14:69	0:0	8	65535
op	14:74	0:0	8	.
water	14:75	0:0	8	0
water	14:76	0:0	8	)
water	14:78	0:0	6	;
water	15:12	0:0	6	blueMap
op	15:19	0:0	6	[
water	15:20	0:0	6	i
op	15:21	0:0	6	]
op	15:23	0:0	6	=
call	15:25	15:75	6	ROUND
arg	15:31	15:75	7	(pow(dBlue[i]/65535.0,i_gamma)*65535.0)
water	15:31	0:0	8	(
call	15:32	15:63	8	pow
arg	15:36	15:54	9	dBlue[i]/65535.0
water	15:36	0:0	10	dBlue
op	15:41	0:0	10	[
water	15:42	0:0	10	i
op	15:43	0:0	10	]
op	15:45	0:0	10	/
water	15:47	0:0	10	65535
op	15:52	0:0	10	.
water	15:53	0:0	10	0
arg	15:56	15:63	9	i_gamma
water	15:56	0:0	10	i_gamma
op	15:65	0:0	8	*
water	15:67	0:0	8	65535
op	15:72	0:0	8	.
water	15:73	0:0	8	0
water	15:74	0:0	8	)
water	15:76	0:0	6	;
water	16:8	0:0	6	}
water	17:4	0:0	4	}
call	18:4	18:13	2	free
arg	18:9	18:13	3	dRed
water	18:9	0:0	4	dRed
water	18:14	0:0	2	;
call	18:16	18:27	2	free
arg	18:21	18:27	3	dGreen
water	18:21	0:0	4	dGreen
water	18:28	0:0	2	;
call	18:30	18:40	2	free
arg	18:35	18:40	3	dBlue
water	18:35	0:0	4	dBlue
water	18:41	0:0	2	;
